account_id,month_start,month_label,month_index,tenure_months,plan_tier,seats_licensed,mrr_usd,arr_usd,term_end_date,days_subscribed,core_events,total_events,active_users,active_days,sessions,feature_areas_used,distinct_features_used,power_feature_events,advanced_feature_events,seat_utilisation,events_per_active_user,top_user_event_share,tickets_opened,high_priority_tickets,avg_csat,last_event_date,prev_core_events,rolling_3m_events,prior_3m_events,is_contiguous,consecutive_zero_usage_months,mom_change_pct,rolling_3m_change_pct,days_to_renewal,account_name,industry,country,employee_band,acquisition_channel,csm_owner,is_managed_account,signup_date,feature_areas_adopted,adoption_breadth_pct,size_segment,lifecycle_segment,engagement_segment,flag_zero_usage,flag_dormant_2m,flag_sharp_mom_decline,flag_sustained_decline,flag_low_seat_utilisation,flag_single_active_user,flag_narrow_adoption,flag_low_frequency,flag_support_pressure,flag_renewal_soon,risk_score,risk_band,risk_reasons
ACC-00291,2026-04-01,2026-04,20,24,starter,6,71.65,859.8,2026-04-20,19,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,21,,,19,SummitSolutions 246,Professional Services,United Kingdom,51-200,self_serve,C. Moreau,true,2024-04-20,0,0.0,Self-Serve,Mature,Dormant,true,true,false,false,true,false,true,false,false,true,83,High,no usage for 21 months; renews in 19 days
ACC-00445,2026-07-01,2026-07,23,15,enterprise,233,10701.68,128420.16,2027-04-25,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,0,,,0,0.0,0.0,true,15,,,298,SummitCollective 312,Financial Services,Germany,51-200,inbound,D. Sharma,true,2025-04-25,0,0.0,Enterprise,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 15 months
ACC-00226,2026-07-01,2026-07,23,33,enterprise,192,8961.93,107543.16,2026-10-19,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,0,,,1,0.3333333333333333,0.0,true,2,,,110,HarborTechnologies 271,Financial Services,India,201-1000,inbound,A. Okafor,true,2023-10-20,0,0.0,Enterprise,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 2 months
ACC-00390,2026-07-01,2026-07,23,18,enterprise,165,7178.38,86140.56,2027-01-19,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,18,,,202,OnyxGroup 452,Technology,United States,1-50,self_serve,B. Lindqvist,true,2025-01-19,0,0.0,Enterprise,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 18 months
ACC-00258,2026-07-01,2026-07,23,29,enterprise,136,6081.95,72983.4,2027-02-07,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,24,,,221,CorvusCollective 168,,United States,1-50,outbound,B. Lindqvist,true,2024-02-08,0,0.0,Enterprise,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 24 months
ACC-00084,2026-07-01,2026-07,23,45,enterprise,105,4499.53,53994.36,2026-10-27,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,0,,,0,0.0,0.0,true,24,,,118,KestrelHoldings 110,Technology,United States,1-50,partner,F. Tanaka,true,2022-10-28,0,0.0,Enterprise,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 24 months
ACC-00394,2026-07-01,2026-07,23,18,business,131,4055.92,48671.04,2027-01-23,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,2,1,,,0,0.0,0.0,true,18,,,206,HalcyonWorks 477,Non-profit,United Kingdom,1-50,inbound,E. Rossi,true,2025-01-23,0,0.0,Mid-Market,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 18 months
ACC-00270,2026-07-01,2026-07,23,28,business,115,3885.57,46626.84,2027-03-03,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,24,,,245,OnyxDynamics 100,Manufacturing,United States,201-1000,outbound,G. Alvarez,true,2024-03-03,0,0.0,Mid-Market,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 24 months
ACC-00285,2026-07-01,2026-07,23,27,business,103,3487.66,41851.92,2027-04-13,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,0,,,0,0.0,0.0,true,12,,,286,PinnacleWorks 033,Retail,United Kingdom,1-50,outbound,C. Moreau,true,2024-04-13,0,0.0,Mid-Market,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 12 months
ACC-00447,2026-07-01,2026-07,23,15,business,77,2425.73,29108.76,2027-04-28,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,15,,,301,IronIndustries 377,Manufacturing,United Kingdom,51-200,outbound,A. Okafor,true,2025-04-28,0,0.0,Mid-Market,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 15 months
ACC-00136,2026-07-01,2026-07,23,40,business,55,1705.23,20462.76,2027-03-08,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,0,,,0,0.0,0.0,true,24,,,250,KestrelCollective 132,Professional Services,Australia,201-1000,self_serve,A. Okafor,true,2023-03-09,0,0.0,Mid-Market,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 24 months
ACC-00374,2026-07-01,2026-07,23,19,growth,54,1215.55,14586.6,2026-12-03,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,0,,,0,0.0,0.0,true,20,,,155,OnyxPartners 430,Professional Services,United States,1-50,outbound,A. Okafor,true,2024-12-03,0,0.0,SMB,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 20 months
ACC-00451,2026-07-01,2026-07,23,14,growth,59,1109.6,13315.2,2027-05-06,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,15,,,309,CorvusPartners 322,Professional Services,United States,1-50,outbound,H. Nowak,true,2025-05-06,0,0.0,SMB,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 15 months
ACC-00268,2026-07-01,2026-07,23,28,growth,47,1023.95,12287.4,2027-03-02,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,24,,,244,EmberlySolutions 306,Technology,United Kingdom,51-200,inbound,D. Sharma,true,2024-03-02,0,0.0,SMB,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 24 months
ACC-00377,2026-07-01,2026-07,23,19,growth,49,1021.72,12260.64,2026-12-07,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.3333333333333333,true,6,,,159,CorvusDynamics 388,Technology,United Kingdom,51-200,self_serve,G. Alvarez,true,2024-12-07,0,0.0,SMB,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 6 months
ACC-00401,2026-07-01,2026-07,23,17,growth,47,939.99,11279.88,2027-02-06,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,0,,,0,0.0,0.0,true,18,,,220,BlueHoldings 398,Healthcare,Germany,1-50,inbound,C. Moreau,true,2025-02-06,0,0.0,SMB,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 18 months
ACC-00385,2026-07-01,2026-07,23,18,growth,26,539.59,6475.08,2027-01-02,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,19,,,185,QuartzLabs 361,Education,United States,51-200,inbound,G. Alvarez,true,2025-01-02,0,0.0,SMB,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 19 months
ACC-00034,2026-07-01,2026-07,23,49,growth,14,319.38,3832.56,2027-06-23,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,24,,,357,PinnacleWorks 297,Technology,United Kingdom,51-200,self_serve,D. Sharma,true,2022-06-24,0,0.0,SMB,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 24 months
ACC-00030,2026-07-01,2026-07,23,49,starter,26,306.09,3673.08,2027-06-17,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,1,,,0,0.0,0.0,true,24,,,351,OnyxDynamics 232,Education,United States,1-50,partner,B. Lindqvist,true,2022-06-18,0,0.0,Self-Serve,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 24 months
ACC-00079,2026-07-01,2026-07,23,45,starter,15,173.11,2077.32,2026-10-13,31,0,1,0,0,1,0,0,0,0,0.0,,0.0,1,0,,2026-07-10,0,0.0,0.6666666666666666,true,4,,,104,CedarWorks 225,Education,Australia,1000+,self_serve,E. Rossi,true,2022-10-14,0,0.0,Self-Serve,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 4 months
ACC-00238,2026-07-01,2026-07,23,32,starter,16,163.57,1962.84,2026-11-15,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,24,,,137,PinnacleIndustries 209,Technology,United States,201-1000,referral,B. Lindqvist,true,2023-11-16,0,0.0,Self-Serve,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 24 months
ACC-00304,2026-07-01,2026-07,23,25,starter,13,144.04,1728.48,2027-06-06,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,0,,,0,0.0,0.0,true,22,,,340,VertexSolutions 138,Retail,Australia,1-50,referral,C. Moreau,true,2024-06-06,0,0.0,Self-Serve,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 22 months
ACC-00432,2026-07-01,2026-07,23,16,starter,13,141.18,1694.16,2027-03-31,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,16,,,273,HalcyonTechnologies 499,Retail,United States,1000+,referral,E. Rossi,true,2025-03-31,0,0.0,Self-Serve,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 16 months
ACC-00132,2026-07-01,2026-07,23,40,starter,11,119.84,1438.08,2027-03-05,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,0,,,0,0.0,0.0,true,24,,,247,SummitHoldings 158,Technology,United States,1-50,referral,D. Sharma,true,2023-03-06,0,0.0,Self-Serve,Mature,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 24 months
ACC-00399,2026-07-01,2026-07,23,17,starter,11,116.48,1397.76,2027-02-01,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,18,,,215,HarborAnalytics 359,Technology,United Kingdom,1000+,referral,H. Nowak,true,2025-02-01,0,0.0,Self-Serve,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 18 months
ACC-00337,2026-07-01,2026-07,23,21,starter,10,103.21,1238.52,2026-10-10,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,22,,,101,IronAnalytics 443,Professional Services,United States,1-50,partner,A. Okafor,true,2024-10-10,0,0.0,Self-Serve,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 22 months
ACC-00364,2026-07-01,2026-07,23,20,starter,7,86.1,1033.2,2026-11-22,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,11,,,144,BlueCollective 420,Healthcare,India,1-50,partner,E. Rossi,true,2024-11-22,0,0.0,Self-Serve,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 11 months
ACC-00344,2026-07-01,2026-07,23,21,starter,5,62.83,753.96,2026-10-19,31,0,0,0,0,0,0,0,0,0,0.0,,0.0,0,0,,,0,0.0,0.0,true,21,,,110,LumenSolutions 426,Technology,United States,51-200,partner,B. Lindqvist,true,2024-10-19,0,0.0,Self-Serve,Established,Dormant,true,true,false,false,true,false,true,false,false,false,73,High,no usage for 21 months
ACC-00295,2026-04-01,2026-04,20,24,starter,16,194.93,2339.16,2026-04-27,26,2,2,2,2,2,1,2,0,1,0.125,1.0,0.5,0,0,,2026-04-06,5,6.333333333333333,27.666666666666668,true,0,,-0.7711,26,IronWorks 069,Manufacturing,United States,1-50,partner,B. Lindqvist,true,2024-04-27,1,0.167,Self-Serve,Mature,Minimal,false,false,false,true,true,false,true,true,false,true,63,High,sustained decline -77.0%; only 13.0% of seats active; uses 1 of 6 feature areas; active on only 2 days; renews in 26 days
ACC-00125,2025-02-01,2025-02,6,24,enterprise,120,5464.18,65570.16,2025-02-18,17,203,244,58,17,223,4,11,11,28,0.4833,3.5,0.0887,0,0,,2025-02-17,420,353.6666666666667,793.0,true,0,-0.5167,-0.554,17,SolsticeWorks 129,Non-profit,United States,201-1000,inbound,F. Tanaka,true,2023-02-19,4,0.667,Enterprise,Mature,Engaged,false,false,true,true,false,false,false,false,false,true,55,Medium,sustained decline -55.0%; MoM drop -52.0%; renews in 17 days
ACC-00038,2026-07-01,2026-07,23,48,growth,28,548.37,6580.44,2027-07-08,31,19,42,3,13,36,2,5,0,4,0.1071,6.33,0.6842,0,0,,2026-07-31,36,28.333333333333332,48.333333333333336,true,0,-0.4722,-0.4138,372,CobaltCollective 084,Retail,United States,51-200,inbound,E. Rossi,true,2022-07-09,2,0.333,SMB,Mature,Engaged,false,false,true,true,true,false,false,false,false,false,55,Medium,sustained decline -41.0%; MoM drop -47.0%; only 11.0% of seats active
ACC-00207,2026-07-01,2026-07,23,35,starter,21,224.78,2697.36,2026-08-28,31,16,27,7,14,27,2,3,5,0,0.3333,2.29,0.25,0,0,,2026-07-31,33,24.666666666666668,40.333333333333336,true,0,-0.5152,-0.3884,58,KestrelGroup 044,Professional Services,United States,1000+,outbound,E. Rossi,true,2023-08-29,2,0.333,Self-Serve,Mature,Engaged,false,false,true,true,false,false,false,false,false,true,55,Medium,sustained decline -39.0%; MoM drop -52.0%; renews in 58 days
ACC-00052,2026-07-01,2026-07,23,47,starter,15,162.54,1950.48,2026-08-11,31,12,30,6,10,29,2,4,0,3,0.4,2.0,0.25,2,0,5.0,2026-07-31,23,20.666666666666668,32.666666666666664,true,0,-0.4783,-0.3673,41,SolsticeWorks 261,Education,United States,1000+,outbound,A. Okafor,true,2022-08-12,2,0.333,Self-Serve,Mature,Engaged,false,false,true,true,false,false,false,false,false,true,55,Medium,sustained decline -37.0%; MoM drop -48.0%; renews in 41 days
ACC-00081,2024-10-01,2024-10,2,24,starter,13,138.04,1656.48,2024-10-16,15,11,25,1,9,23,3,6,1,7,0.0769,11.0,1.0,0,0,,2024-10-15,21,13.0,,true,0,-0.4762,,15,HalcyonSystems 015,Education,United States,51-200,self_serve,F. Tanaka,true,2022-10-17,3,0.5,Self-Serve,Mature,Engaged,false,false,true,false,true,true,false,false,false,true,50,Medium,MoM drop -48.0%; usage concentrated in one user; only 8.0% of seats active; renews in 15 days
ACC-00064,2026-07-01,2026-07,23,47,business,88,2552.72,30632.64,2026-08-28,31,1,1,1,1,1,1,1,1,0,0.0114,1.0,1.0,0,0,,2026-07-06,0,0.3333333333333333,0.0,true,0,,,58,BlueHoldings 002,Healthcare,United States,1-50,partner,G. Alvarez,true,2022-08-29,1,0.167,Mid-Market,Mature,Minimal,false,false,false,false,true,true,true,true,false,true,48,Medium,usage concentrated in one user; only 1.0% of seats active; uses 1 of 6 feature areas; active on only 1 days; renews in 58 days
ACC-00037,2026-06-01,2026-06,22,47,enterprise,207,8774.75,105297.0,2026-07-08,30,85,145,33,24,140,3,9,3,24,0.1594,2.58,0.1647,1,0,,2026-06-30,92,91.33333333333333,124.33333333333333,true,0,-0.0761,-0.2654,37,BlueSolutions 090,Manufacturing,United States,51-200,self_serve,A. Okafor,true,2022-07-09,3,0.5,Enterprise,Mature,Engaged,false,false,false,true,true,false,false,false,false,true,45,Medium,sustained decline -27.0%; only 16.0% of seats active; renews in 37 days
ACC-00319,2026-07-01,2026-07,23,23,business,85,3013.74,36164.88,2026-08-24,31,18,23,14,12,23,2,4,0,5,0.1647,1.29,0.1667,3,0,,2026-07-30,17,17.0,26.0,true,0,,-0.3462,54,IronWorks 333,Technology,Canada,201-1000,self_serve,D. Sharma,true,2024-08-24,2,0.333,Mid-Market,Established,Engaged,false,false,false,true,true,false,false,false,false,true,45,Medium,sustained decline -35.0%; only 16.0% of seats active; renews in 54 days
ACC-00067,2026-07-01,2026-07,23,46,business,75,2619.47,31433.64,2026-09-05,31,19,40,6,15,38,3,6,5,3,0.08,3.17,0.3684,0,0,,2026-07-30,28,26.666666666666668,41.0,true,0,-0.3214,-0.3496,66,CobaltGroup 128,Healthcare,United Kingdom,51-200,referral,G. Alvarez,true,2022-09-06,3,0.5,Mid-Market,Mature,Engaged,false,false,false,true,true,false,false,false,false,true,45,Medium,sustained decline -35.0%; only 8.0% of seats active; renews in 66 days
ACC-00360,2026-07-01,2026-07,23,20,business,85,2508.63,30103.56,2026-11-06,31,42,59,26,20,59,5,13,9,11,0.3059,1.62,0.1667,1,0,5.0,2026-07-31,86,68.0,102.0,true,0,-0.5116,-0.3333,128,IronTechnologies 487,Education,United States,51-200,outbound,H. Nowak,true,2024-11-06,5,0.833,Mid-Market,Established,Engaged,false,false,true,true,false,false,false,false,false,false,45,Medium,sustained decline -33.0%; MoM drop -51.0%
ACC-00211,2026-07-01,2026-07,23,34,business,74,2456.92,29483.04,2026-09-11,31,245,316,22,28,173,3,7,26,47,0.2973,11.14,0.649,1,0,,2026-07-31,331,307.0,489.0,true,0,-0.2598,-0.3722,72,NorthTechnologies 199,Retail,Germany,1000+,self_serve,B. Lindqvist,true,2023-09-12,3,0.5,Mid-Market,Mature,Engaged,false,false,false,true,true,false,false,false,false,true,45,Medium,sustained decline -37.0%; only 30.0% of seats active; renews in 72 days
ACC-00208,2026-07-01,2026-07,23,34,growth,41,940.24,11282.88,2026-09-03,31,23,35,12,16,35,2,4,0,6,0.2927,1.92,0.2174,0,0,,2026-07-31,8,14.0,79.33333333333333,true,0,,-0.8235,64,HarborTechnologies 139,Retail,Australia,51-200,inbound,C. Moreau,true,2023-09-04,2,0.333,SMB,Mature,Engaged,false,false,false,true,true,false,false,false,false,true,45,Medium,sustained decline -82.0%; only 29.0% of seats active; renews in 64 days
ACC-00306,2026-07-01,2026-07,23,25,growth,43,835.82,10029.84,2027-06-13,31,67,105,18,24,93,3,6,9,16,0.4186,3.72,0.2985,1,0,,2026-07-31,112,101.66666666666667,138.0,true,0,-0.4018,-0.2633,347,GraniteHoldings 170,Healthcare,Germany,51-200,self_serve,C. Moreau,true,2024-06-13,3,0.5,SMB,Mature,Engaged,false,false,true,true,false,false,false,false,false,false,45,Medium,sustained decline -26.0%; MoM drop -40.0%
ACC-00362,2026-07-01,2026-07,23,20,growth,42,813.11,9757.32,2026-11-17,31,76,102,20,29,95,2,4,0,7,0.4762,3.8,0.1974,0,0,,2026-07-31,132,101.33333333333333,158.0,true,0,-0.4242,-0.3586,139,HarborAnalytics 491,Technology,Germany,51-200,partner,B. Lindqvist,true,2024-11-17,2,0.333,SMB,Established,Engaged,false,false,true,true,false,false,false,false,false,false,45,Medium,sustained decline -36.0%; MoM drop -42.0%
ACC-00317,2026-07-01,2026-07,23,23,growth,37,802.77,9633.24,2026-08-22,31,26,46,10,16,41,3,7,4,12,0.2703,2.6,0.3462,1,0,,2026-07-31,36,36.0,81.66666666666667,true,0,-0.2778,-0.5592,52,GraniteCollective 324,Education,United States,1-50,referral,G. Alvarez,true,2024-08-22,3,0.5,SMB,Established,Engaged,false,false,false,true,true,false,false,false,false,true,45,Medium,sustained decline -56.0%; only 27.0% of seats active; renews in 52 days
ACC-00313,2026-07-01,2026-07,23,23,growth,34,653.31,7839.72,2026-08-13,31,28,67,5,15,59,2,5,0,4,0.1471,5.6,0.5714,0,0,,2026-07-31,35,31.333333333333332,71.0,true,0,-0.2,-0.5587,43,WillowSystems 435,Manufacturing,United States,201-1000,inbound,D. Sharma,true,2024-08-13,2,0.333,SMB,Established,Engaged,false,false,false,true,true,false,false,false,false,true,45,Medium,sustained decline -56.0%; only 15.0% of seats active; renews in 43 days
ACC-00489,2026-07-01,2026-07,23,9,growth,30,643.34,7720.08,2026-10-22,31,42,72,14,23,68,2,4,16,3,0.4667,3.0,0.5,0,0,,2026-07-31,76,68.33333333333333,101.33333333333333,true,0,-0.4474,-0.3257,113,HarborWorks 381,Technology,United Kingdom,51-200,inbound,E. Rossi,true,2025-10-22,2,0.333,SMB,Establishing,Engaged,false,false,true,true,false,false,false,false,false,false,45,Medium,sustained decline -33.0%; MoM drop -45.0%
ACC-00472,2026-07-01,2026-07,23,11,growth,25,523.44,6281.28,2026-08-11,31,8,16,7,8,16,2,3,3,0,0.28,1.14,0.25,1,0,,2026-07-31,8,8.333333333333334,37.0,true,0,,-0.7748,41,NorthIndustries 485,Technology,United States,1-50,self_serve,A. Okafor,true,2025-08-11,2,0.333,SMB,Establishing,Engaged,false,false,false,true,true,false,false,false,false,true,45,Medium,sustained decline -77.0%; only 28.0% of seats active; renews in 41 days
ACC-00009,2026-07-01,2026-07,23,52,growth,21,395.31,4743.72,2027-03-18,31,54,100,9,18,84,3,7,9,13,0.4286,6.0,0.3889,0,0,,2026-07-31,101,86.0,129.66666666666666,true,0,-0.4653,-0.3368,260,BlueGroup 200,Education,United States,51-200,self_serve,H. Nowak,true,2022-03-19,3,0.5,SMB,Mature,Engaged,false,false,true,true,false,false,false,false,false,false,45,Medium,sustained decline -34.0%; MoM drop -47.0%
ACC-00231,2026-07-01,2026-07,23,32,growth,30,676.89,8122.68,2026-11-03,31,9,20,5,8,20,1,2,0,2,0.1667,1.8,0.5556,0,0,,2026-07-30,9,7.333333333333333,23.0,true,0,,-0.6812,125,NorthSystems 111,Retail,United States,51-200,self_serve,B. Lindqvist,true,2023-11-04,1,0.167,SMB,Mature,Engaged,false,false,false,true,true,false,true,false,false,false,43,Medium,sustained decline -68.0%; only 17.0% of seats active; uses 1 of 6 feature areas
ACC-00118,2026-01-01,2026-01,17,36,starter,12,127.66,1531.92,2026-01-20,19,16,32,4,10,26,3,6,2,4,0.3333,4.0,0.8125,0,0,,2026-01-19,34,26.333333333333332,34.666666666666664,true,0,-0.5294,-0.2404,19,WillowLabs 193,Professional Services,India,51-200,partner,C. Moreau,true,2023-01-21,3,0.5,Self-Serve,Mature,Engaged,false,false,true,false,false,true,false,false,false,true,40,Medium,MoM drop -53.0%; usage concentrated in one user; renews in 19 days
ACC-00075,2026-07-01,2026-07,23,46,starter,12,125.37,1504.44,2026-09-24,31,13,25,3,12,25,4,4,1,3,0.25,4.33,0.5385,0,0,,2026-07-31,23,14.333333333333334,13.333333333333334,true,0,-0.4348,,85,HalcyonAnalytics 059,Technology,Canada,201-1000,inbound,B. Lindqvist,true,2022-09-25,4,0.667,Self-Serve,Mature,Engaged,false,false,true,false,true,false,false,false,false,true,40,Medium,MoM drop -43.0%; only 25.0% of seats active; renews in 85 days
